venta_id,fecha,marca,categoria,producto,preciounitario,precioventafinalunitario,cantidadvendida,totalventa
799,2025-03-21 17:49:02,Microsoft,Tablet,Surface Go 2,$550.00,$629.00,3,"$1,887.00"
800,2025-04-22 17:49:02,Intel,Componentes,Intel Optane Memory 32GB,$130.00,$173.00,1,$173.00
801,2025-05-14 17:49:02,Asus,Accesorio,Asus ROG Strix Scope,$110.00,$164.00,2,$328.00
802,2025-02-02 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$193.00,1,$193.00
803,2024-09-04 17:49:02,D-Link,Red,D-Link COVR-1102,$190.00,$238.00,1,$238.00
804,2025-06-14 17:49:02,Kingston,Componentes,Kingston A2000 SSD 500GB,$90.00,$151.00,3,$453.00
805,2024-07-18 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$290.00,4,"$1,160.00"
806,2024-09-22 17:49:02,Dell,Tablet,Dell Venue 8 Pro,$200.00,$258.00,5,"$1,290.00"
807,2025-05-04 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$405.00,5,"$2,025.00"
808,2025-01-01 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$201.00,3,$603.00
809,2025-05-23 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$278.00,1,$278.00
810,2025-06-22 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$859.00,5,"$4,295.00"
811,2025-05-10 17:49:02,Canon,Impresora,Canon Pixma G6020,$280.00,$354.00,1,$354.00
812,2024-07-26 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$861.00,4,"$3,444.00"
813,2024-09-09 17:49:02,Dell,Desktop,Dell Inspiron Desktop,$500.00,$567.00,5,"$2,835.00"
814,2024-09-23 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$679.00,3,"$2,037.00"
815,2024-09-01 17:49:02,Apple,Desktop,iMac 21.5 pulgadas,"$1,100.00","$1,166.00",3,"$3,498.00"
816,2024-11-23 17:49:02,Western Digital,Componentes,WD Black SN750 1TB,$200.00,$272.00,5,"$1,360.00"
817,2025-06-17 17:49:02,HP,Desktop,HP ProDesk 400,$540.00,$584.00,1,$584.00
818,2024-10-16 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$115.00,4,$460.00
819,2024-11-05 17:49:02,Acer,Desktop,Acer Veriton X,$550.00,$621.00,1,$621.00
820,2024-09-17 17:49:02,Netgear,Red,Netgear Orbi,$250.00,$326.00,1,$326.00
821,2025-06-13 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$153.00,4,$612.00
822,2025-07-06 17:49:02,Logitech,Accesorio,Logitech Webcam C920,$80.00,$124.00,1,$124.00
823,2024-11-11 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3070,$600.00,$652.00,5,"$3,260.00"
824,2025-03-13 17:49:02,ASUS,Laptop,ASUS VivoBook 15,$800.00,$847.00,5,"$4,235.00"
825,2024-11-09 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$103.00,3,$309.00
826,2025-04-07 17:49:02,Cisco,Red,Cisco RV340,$170.00,$229.00,3,$687.00
827,2025-05-13 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$671.00,5,"$3,355.00"
828,2024-07-11 17:49:02,Samsung,Tablet,Samsung Galaxy Tab S7,$650.00,$709.00,4,"$2,836.00"
829,2024-11-08 17:49:02,Samsung,Componentes,Samsung 970 EVO SSD 1TB,$150.00,$198.00,5,$990.00
830,2024-07-07 17:49:02,AMD,Componente,AMD Radeon RX 6700 XT,$480.00,$557.00,5,"$2,785.00"
831,2024-07-25 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$271.00,1,$271.00
832,2025-04-10 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$364.00,1,$364.00
833,2025-05-10 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$179.00,3,$537.00
834,2025-07-03 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$317.00,2,$634.00
835,2025-03-22 17:49:02,Amazon,Tablet,Fire HD 10,$150.00,$226.00,2,$452.00
836,2025-01-20 17:49:02,Epson,Scanner,Epson Perfection V39,$90.00,$133.00,1,$133.00
837,2025-01-14 17:49:02,Corsair,Componentes,Corsair Vengeance LPX 16GB,$75.00,$115.00,2,$230.00
838,2025-06-29 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$424.00,4,"$1,696.00"
839,2025-01-30 17:49:02,Razer,Accesorio,Razer Kraken Tournament,$130.00,$203.00,4,$812.00
840,2024-12-20 17:49:02,Intel,Componentes,Intel Optane Memory 32GB,$130.00,$176.00,3,$528.00
841,2025-03-03 17:49:02,HP,Accesorio,HP Wireless Keyboard,$40.00,$109.00,2,$218.00
842,2024-12-03 17:49:02,Apple,Tablet,iPad Pro 11,$800.00,$850.00,1,$850.00
843,2024-11-23 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$188.00,5,$940.00
844,2024-12-05 17:49:02,Lenovo,Desktop,Lenovo IdeaCentre 3,$560.00,$613.00,2,"$1,226.00"
845,2025-02-03 17:49:02,BenQ,Monitor,BenQ GW2480,$210.00,$275.00,5,"$1,375.00"
846,2024-12-11 17:49:02,Samsung,Monitor,Samsung Odyssey G7,$450.00,$520.00,5,"$2,600.00"
847,2025-04-13 17:49:02,Dell,Accesorio,Dell KM117 Wireless,$45.00,$114.00,3,$342.00
848,2024-12-28 17:49:02,Ricoh,Impresora,Ricoh SP C250DN,$180.00,$257.00,2,$514.00
849,2025-05-21 17:49:02,Razer,Accesorio,Razer DeathAdder V2,$70.00,$140.00,1,$140.00
850,2025-03-16 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$141.00,2,$282.00
851,2024-08-14 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$166.00,1,$166.00
852,2024-12-18 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$304.00,2,$608.00
853,2025-04-06 17:49:02,HP,Monitor,HP 24mh,$280.00,$327.00,2,$654.00
854,2025-06-11 17:49:02,Amazon,Tablet,Fire HD 10,$150.00,$192.00,5,$960.00
855,2024-09-08 17:49:02,Dell,Monitor,Dell UltraSharp 24,$300.00,$342.00,2,$684.00
856,2024-11-30 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$181.00,1,$181.00
857,2025-04-04 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$174.00,4,$696.00
858,2024-10-06 17:49:02,Canon,Scanner,Canon CanoScan LiDE,$100.00,$161.00,1,$161.00
859,2024-09-06 17:49:02,Lenovo,Desktop,Lenovo IdeaCentre 3,$560.00,$603.00,3,"$1,809.00"
860,2025-04-17 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$214.00,2,$428.00
861,2024-08-10 17:49:02,Lenovo,Desktop,Lenovo IdeaCentre 3,$560.00,$611.00,4,"$2,444.00"
862,2024-11-17 17:49:02,Netgear,Red,Netgear Nighthawk,$120.00,$182.00,3,$546.00
863,2024-09-14 17:49:02,HyperX,Accesorio,HyperX Cloud II,$100.00,$173.00,1,$173.00
864,2025-03-04 17:49:02,AMD,Componente,AMD Radeon RX 6700 XT,$480.00,$539.00,5,"$2,695.00"
865,2025-04-20 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$166.00,2,$332.00
866,2025-06-14 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$762.00,1,$762.00
867,2025-01-15 17:49:02,Razer,Accesorio,Razer Kraken Tournament,$130.00,$208.00,5,"$1,040.00"
868,2024-10-27 17:49:02,Linksys,Red,Linksys Velop,$230.00,$304.00,4,"$1,216.00"
869,2024-07-09 17:49:02,Asus,Accesorio,Asus ROG Strix Scope,$110.00,$183.00,1,$183.00
870,2024-08-14 17:49:02,AMD,Componente,AMD Radeon Pro W5700,$650.00,$728.00,4,"$2,912.00"
871,2025-01-30 17:49:02,Lenovo,Laptop,Lenovo Yoga 7i,$980.00,"$1,054.00",4,"$4,216.00"
872,2024-08-05 17:49:02,HP,Monitor,HP 24mh,$280.00,$355.00,2,$710.00
873,2025-06-11 17:49:02,D-Link,Red,D-Link COVR-1102,$190.00,$246.00,4,$984.00
874,2024-07-28 17:49:02,Dell,Monitor,Dell UltraSharp 24,$300.00,$353.00,1,$353.00
875,2025-06-01 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$159.00,4,$636.00
876,2025-02-02 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$844.00,2,"$1,688.00"
877,2025-02-21 17:49:02,Amazon,Tablet,Fire HD 10,$150.00,$196.00,4,$784.00
878,2025-05-06 17:49:02,Western Digital,Componentes,WD Blue 1TB HDD,$60.00,$116.00,3,$348.00
879,2025-04-13 17:49:02,HP,Monitor,HP VH240a,$190.00,$238.00,1,$238.00
880,2024-09-04 17:49:02,Asus,Accesorio,Asus ROG Strix Scope,$110.00,$176.00,2,$352.00
881,2024-12-20 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$242.00,4,$968.00
882,2025-05-25 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$169.00,5,$845.00
883,2024-09-04 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$415.00,1,$415.00
884,2025-04-28 17:49:02,D-Link,Red,D-Link COVR-1102,$190.00,$262.00,1,$262.00
885,2024-11-11 17:49:02,HP,Tablet,HP Chromebook x2,$400.00,$463.00,3,"$1,389.00"
886,2024-08-03 17:49:02,Acer,Desktop,Acer Veriton X,$550.00,$614.00,5,"$3,070.00"
887,2025-02-05 17:49:02,Dell,Monitor,Dell P2419H,$250.00,$319.00,3,$957.00
888,2025-06-19 17:49:02,Apple,Desktop,iMac 21.5 pulgadas,"$1,100.00","$1,141.00",1,"$1,141.00"
889,2024-10-15 17:49:02,Acer,Monitor,Acer R240HY,$200.00,$278.00,1,$278.00
890,2024-08-02 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$308.00,3,$924.00
891,2024-11-17 17:49:02,Cisco,Red,Cisco RV340,$170.00,$240.00,2,$480.00
892,2025-05-20 17:49:02,BenQ,Monitor,BenQ GW2480,$210.00,$250.00,3,$750.00
893,2025-03-31 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$357.00,4,"$1,428.00"
894,2024-08-01 17:49:02,Dell,Desktop,Dell OptiPlex 7070,$650.00,$694.00,1,$694.00
895,2024-10-30 17:49:02,BenQ,Monitor,BenQ GW2480,$210.00,$261.00,3,$783.00
896,2025-06-16 17:49:02,TP-Link,Red,TP-Link Archer C7,$60.00,$101.00,1,$101.00
897,2025-07-04 17:49:02,Apple,Desktop,iMac 21.5 pulgadas,"$1,100.00","$1,164.00",4,"$4,656.00"
898,2025-05-19 17:49:02,ASUS,Laptop,ASUS VivoBook 15,$800.00,$858.00,1,$858.00
899,2024-11-24 17:49:02,Corsair,Accesorio,Corsair Scimitar,$80.00,$137.00,2,$274.00
900,2025-05-21 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$161.00,2,$322.00
901,2024-09-26 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$205.00,4,$820.00
902,2025-01-28 17:49:02,Apple,Tablet,iPad Pro 11,$800.00,$870.00,4,"$3,480.00"
903,2025-03-18 17:49:02,Samsung,Tablet,Samsung Galaxy Tab S7,$650.00,$721.00,5,"$3,605.00"
904,2025-01-13 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$223.00,4,$892.00
905,2025-04-09 17:49:02,ASUS,Tablet,Asus ZenPad 10,$350.00,$411.00,3,"$1,233.00"
906,2024-11-08 17:49:02,Razer,Accesorio,Razer DeathAdder V2,$70.00,$141.00,1,$141.00
907,2024-10-18 17:49:02,Intel,Componentes,Intel Optane Memory 32GB,$130.00,$210.00,4,$840.00
908,2024-07-12 17:49:02,Intel,Componentes,Intel Optane Memory 32GB,$130.00,$173.00,1,$173.00
909,2025-04-03 17:49:02,MSI,Laptop,MSI Modern 14,$950.00,"$1,024.00",5,"$5,120.00"
910,2024-12-15 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$215.00,1,$215.00
911,2025-06-22 17:49:02,Dell,Monitor,Dell P2419H,$250.00,$290.00,3,$870.00
912,2024-11-26 17:49:02,ASUS,Desktop,ASUS ExpertCenter,$630.00,$688.00,1,$688.00
913,2024-08-04 17:49:02,Samsung,Monitor,Samsung Odyssey G7,$450.00,$513.00,4,"$2,052.00"
914,2025-04-20 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$170.00,5,$850.00
915,2025-06-19 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$771.00,5,"$3,855.00"
916,2025-01-10 17:49:02,HP,Tablet,HP Chromebook x2,$400.00,$457.00,5,"$2,285.00"
917,2025-02-01 17:49:02,Microsoft,Accesorio,Microsoft LifeCam HD-3000,$70.00,$144.00,3,$432.00
918,2024-08-16 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$263.00,2,$526.00
919,2024-07-31 17:49:02,Seagate,Componentes,Seagate Barracuda 2TB HDD,$80.00,$152.00,3,$456.00
920,2024-08-27 17:49:02,Corsair,Accesorio,Corsair HS60,$90.00,$130.00,4,$520.00
921,2025-05-16 17:49:02,Samsung,Monitor,Samsung Odyssey G7,$450.00,$516.00,1,$516.00
922,2025-03-06 17:49:02,HP,Monitor,HP VH240a,$190.00,$265.00,3,$795.00
923,2024-07-09 17:49:02,HP,Laptop,HP Spectre x360,"$1,100.00","$1,179.00",5,"$5,895.00"
924,2025-01-31 17:49:02,NVIDIA,Componente,NVIDIA Quadro P2200,$450.00,$492.00,4,"$1,968.00"
925,2024-12-16 17:49:02,Seagate,Componentes,Seagate FireCuda 510 SSD 500GB,$170.00,$223.00,4,$892.00
926,2024-11-12 17:49:02,Razer,Accesorio,Razer BlackWidow,$120.00,$197.00,4,$788.00
927,2025-04-14 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$162.00,5,$810.00
928,2025-01-26 17:49:02,MSI,Laptop,MSI Modern 14,$950.00,$993.00,5,"$4,965.00"
929,2025-04-16 17:49:02,Cisco,Red,Cisco RV340,$170.00,$218.00,1,$218.00
930,2024-09-13 17:49:02,Dell,Monitor,Dell P2419H,$250.00,$316.00,2,$632.00
931,2025-05-01 17:49:02,AMD,Componente,AMD Radeon RX 6900 XT,"$1,000.00","$1,077.00",1,"$1,077.00"
932,2025-02-17 17:49:02,Dell,Accesorio,Dell UltraSharp Webcam,$85.00,$150.00,5,$750.00
933,2024-10-08 17:49:02,Microsoft,Accesorio,Microsoft LifeCam HD-3000,$70.00,$124.00,4,$496.00
934,2024-12-03 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$691.00,5,"$3,455.00"
935,2025-05-06 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$217.00,2,$434.00
936,2024-08-12 17:49:02,Dell,Monitor,Dell UltraSharp 24,$300.00,$360.00,5,"$1,800.00"
937,2025-06-17 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$196.00,4,$784.00
938,2025-02-17 17:49:02,Dell,Accesorio,Dell UltraSharp Webcam,$85.00,$152.00,1,$152.00
939,2024-12-06 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$418.00,3,"$1,254.00"
940,2025-03-14 17:49:02,HP,Tablet,HP Chromebook x2,$400.00,$454.00,5,"$2,270.00"
941,2025-07-06 17:49:02,BenQ,Monitor,BenQ GW2480,$210.00,$287.00,5,"$1,435.00"
942,2025-05-23 17:49:02,Seagate,Componentes,Seagate FireCuda 510 SSD 500GB,$170.00,$211.00,1,$211.00
943,2025-05-10 17:49:02,Samsung,Componentes,Samsung 970 EVO SSD 1TB,$150.00,$192.00,1,$192.00
944,2024-12-27 17:49:02,NVIDIA,Componente,NVIDIA Quadro P2200,$450.00,$529.00,4,"$2,116.00"
945,2025-02-21 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$161.00,5,$805.00
946,2024-09-15 17:49:02,Asus,Accesorio,Asus ROG Strix Scope,$110.00,$188.00,2,$376.00
947,2024-11-18 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$203.00,5,"$1,015.00"
948,2025-02-12 17:49:02,Apple,Tablet,iPad Pro 11,$800.00,$871.00,1,$871.00
949,2025-04-08 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$142.00,2,$284.00
950,2024-07-27 17:49:02,HP,Accesorio,HP Wireless Keyboard,$40.00,$99.00,5,$495.00
951,2024-10-13 17:49:02,Corsair,Accesorio,Corsair Scimitar,$80.00,$130.00,5,$650.00
952,2024-08-19 17:49:02,Logitech,Accesorio,Logitech G502,$90.00,$145.00,5,$725.00
953,2024-09-17 17:49:02,BenQ,Monitor,BenQ GW2480,$210.00,$269.00,1,$269.00
954,2025-05-09 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$209.00,3,$627.00
955,2024-10-09 17:49:02,ASUS,Laptop,ASUS VivoBook 15,$800.00,$864.00,1,$864.00
956,2024-12-18 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$267.00,4,"$1,068.00"
957,2025-05-01 17:49:02,AMD,Componente,AMD Radeon RX 6900 XT,"$1,000.00","$1,062.00",5,"$5,310.00"
958,2025-07-07 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$114.00,4,$456.00
959,2024-12-31 17:49:02,HP,Accesorio,HP Wireless Keyboard,$40.00,$110.00,4,$440.00
960,2024-10-11 17:49:02,Acer,Monitor,Acer R240HY,$200.00,$246.00,5,"$1,230.00"
961,2024-09-17 17:49:02,LG,Monitor,LG 27UL850,$400.00,$464.00,3,"$1,392.00"
962,2025-06-04 17:49:02,Western Digital,Componentes,WD Blue 1TB HDD,$60.00,$135.00,1,$135.00
963,2025-06-18 17:49:02,HP,Monitor,HP 24mh,$280.00,$356.00,4,"$1,424.00"
964,2025-03-06 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$753.00,3,"$2,259.00"
965,2024-10-18 17:49:02,Dell,Accesorio,Dell UltraSharp Webcam,$85.00,$132.00,5,$660.00
966,2025-06-22 17:49:02,Corsair,Accesorio,Corsair Scimitar,$80.00,$130.00,5,$650.00
967,2025-04-24 17:49:02,Acer,Monitor,Acer R240HY,$200.00,$251.00,5,"$1,255.00"
968,2025-04-13 17:49:02,Corsair,Accesorio,Corsair HS60,$90.00,$168.00,4,$672.00
969,2024-09-19 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$208.00,5,"$1,040.00"
970,2025-02-19 17:49:02,Samsung,Componentes,Samsung 970 EVO SSD 1TB,$150.00,$204.00,1,$204.00
971,2025-03-18 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$406.00,4,"$1,624.00"
972,2025-01-02 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$100.00,2,$200.00
973,2024-10-17 17:49:02,HP,Desktop,HP EliteDesk 800,$680.00,$740.00,3,"$2,220.00"
974,2024-08-02 17:49:02,Logitech,Accesorio,Logitech G502,$90.00,$164.00,5,$820.00
975,2024-12-09 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$318.00,5,"$1,590.00"
976,2024-10-24 17:49:02,Corsair,Accesorio,Corsair HS60,$90.00,$158.00,5,$790.00
977,2024-09-04 17:49:02,HP,Monitor,HP VH240a,$190.00,$234.00,5,"$1,170.00"
978,2025-01-09 17:49:02,ASUS,Tablet,Asus ZenPad 10,$350.00,$411.00,3,"$1,233.00"
979,2025-06-14 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$282.00,3,$846.00
980,2024-08-11 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3070,$600.00,$652.00,1,$652.00
981,2024-07-14 17:49:02,Dell,Accesorio,Dell KM117 Wireless,$45.00,$87.00,3,$261.00
982,2024-08-05 17:49:02,Western Digital,Componentes,WD Black SN750 1TB,$200.00,$259.00,1,$259.00
983,2025-05-30 17:49:02,Amazon,Tablet,Fire HD 10,$150.00,$190.00,4,$760.00
984,2025-06-21 17:49:02,Dell,Monitor,Dell P2419H,$250.00,$319.00,1,$319.00
985,2025-03-06 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$151.00,2,$302.00
986,2025-02-17 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$411.00,1,$411.00
987,2025-05-26 17:49:02,HyperX,Accesorio,HyperX Cloud II,$100.00,$175.00,5,$875.00
988,2024-11-21 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,099.00",3,"$3,297.00"
989,2024-10-30 17:49:02,Corsair,Componentes,Corsair Vengeance LPX 16GB,$75.00,$145.00,3,$435.00
990,2025-01-17 17:49:02,Dell,Desktop,Dell OptiPlex 7070,$650.00,$725.00,1,$725.00
991,2024-12-17 17:49:02,HP,Desktop,HP ProDesk 400,$540.00,$602.00,3,"$1,806.00"
992,2025-07-07 17:49:02,SteelSeries,Accesorio,SteelSeries Arctis 7,$150.00,$198.00,4,$792.00
993,2024-08-31 17:49:02,ASUS,Laptop,ASUS VivoBook 15,$800.00,$866.00,1,$866.00
994,2025-03-27 17:49:02,AMD,Componente,AMD Radeon RX 6900 XT,"$1,000.00","$1,045.00",2,"$2,090.00"
995,2025-05-11 17:49:02,AMD,Componente,AMD Radeon RX 6900 XT,"$1,000.00","$1,073.00",1,"$1,073.00"
996,2025-04-10 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$253.00,3,$759.00
997,2025-03-31 17:49:02,Acer,Desktop,Acer Veriton X,$550.00,$610.00,1,$610.00
998,2025-01-13 17:49:02,Dell,Desktop,Dell OptiPlex 7070,$650.00,$716.00,5,"$3,580.00"
999,2024-09-27 17:49:02,Apple,Laptop,MacBook Air,"$1,200.00","$1,256.00",4,"$5,024.00"
1000,2025-05-12 17:49:02,Samsung,Monitor,Samsung Odyssey G7,$450.00,$498.00,1,$498.00